0.00,0.00
1.00,0.00
2.00,0.01
3.00,0.02
4.00,0.03
5.00,0.09
6.00,0.17
7.00,0.41
8.00,0.80
9.00,1.82
10.00,3.65
11.00,7.95
12.00,15.78
13.00,31.57
14.00,55.15
15.00,82.74
16.00,93.05
17.00,96.75
18.00,98.11
19.00,98.81
20.00,99.14
21.00,99.30
22.00,99.39
23.00,99.44
24.00,99.46
25.00,99.48
26.00,99.49
27.00,99.49
28.00,99.49
29.00,99.49
30.00,99.50
31.00,99.50
32.00,99.50
33.00,99.50
34.00,99.50
35.00,99.50
36.00,99.50
37.00,99.50
38.00,99.50
39.00,99.50
40.00,99.50
41.00,99.50
42.00,99.50
43.00,99.50
44.00,99.50
45.00,99.50
46.00,99.50
47.00,99.50
48.00,99.50
49.00,99.50
50.00,99.50
51.00,99.50
52.00,99.50
53.00,99.50
54.00,99.50
55.00,99.50
56.00,99.50
57.00,99.50
58.00,99.50
59.00,99.50
60.00,99.50
61.00,99.50
62.00,99.50
63.00,99.50
64.00,99.50
65.00,99.50
66.00,99.50
67.00,99.50
68.00,99.50
69.00,99.50
70.00,99.50
71.00,99.50
72.00,99.50
73.00,99.50
74.00,99.50
75.00,99.50
76.00,99.50
77.00,99.50
78.00,99.50
79.00,99.50
80.00,99.50
81.00,99.50
82.00,99.50
83.00,99.50
84.00,99.50
85.00,99.50
86.00,99.50
87.00,99.50
88.00,99.50
89.00,99.50
90.00,99.50
91.00,99.50
92.00,99.50
93.00,99.50
94.00,99.50
95.00,99.50
96.00,99.50
97.00,99.50
98.00,99.50
99.00,99.50
100.00,99.50
101.00,99.50
102.00,99.50
103.00,99.50
104.00,99.50
105.00,99.50
106.00,99.50
107.00,99.50
108.00,99.50
109.00,99.50
110.00,99.50
111.00,99.50
112.00,99.50
113.00,99.50
114.00,99.50
115.00,99.50
116.00,99.50
117.00,99.50
118.00,99.50
119.00,99.50
120.00,99.50
121.00,99.50
122.00,99.50
123.00,99.50
124.00,99.50
125.00,99.50
126.00,99.50
127.00,99.50
128.00,99.50
129.00,99.50
130.00,99.50
131.00,99.50
132.00,99.50
133.00,99.50
134.00,99.50
135.00,99.50
136.00,99.50
137.00,99.50
138.00,99.50
139.00,99.50
140.00,99.50
141.00,99.50
142.00,99.50
143.00,99.50
144.00,99.50
145.00,99.50
146.00,99.50
147.00,99.50
148.00,99.50
149.00,99.50
